FULL_ADDRESS,Middle_School,High_School,UNITCOUNT,ZIP5,CITY,STATE,STATUS,ADDRESS_TYPE,OBJECTID,Longitude,Latitude
4421 36th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24821,-77.12618678499996,38.917281556000034
4421 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24822,-77.12859868399994,38.919543727000075
4421 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24829,-77.12653011599997,38.91866978300004
4422 N OLD GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24833,-77.12425067699996,38.92473749200008
4422 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24838,-77.12601634699996,38.91858205600005
4423 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24846,-77.12327948799998,38.91256501100003
4423 VACATION LN,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24849,-77.11768131299993,38.90487767600007
4424 25th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24855,-77.12138029899995,38.90430122500004
4424 VACATION LN,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24860,-77.11728848399997,38.90422993200008
4425 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24865,-77.12366513099994,38.91473339500004
4425 36th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24866,-77.12643101899994,38.91716718400005
4425 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24871,-77.12664437099994,38.91854054600003
4426 26th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24873,-77.11811224299998,38.90581376000006
4426 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24877,-77.12614756999994,38.91837445300007
4427 25th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24884,-77.12169033999999,38.904575374000046
4427 26th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24885,-77.11761850199997,38.90614911900008
4427 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24886,-77.12328298699998,38.912860661000025
4427 VACATION LN,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24889,-77.11782067699994,38.904652439000074
4428 25th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24893,-77.12162465399996,38.90423349100007
4428 N OLD GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24894,-77.12407964099998,38.924871911000025
4428 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24899,-77.12620825899995,38.91793121400008
4429 36th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24904,-77.12669766499994,38.91707366800006
4429 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24905,-77.12822630399995,38.91966078100006
4430 VACATION LN,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24914,-77.11736715199999,38.90405406900004
4431 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24919,-77.12400649899996,38.914700295000046
4431 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24922,-77.12713378199999,38.91858416000008
4432 26th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24926,-77.11810036699995,38.90607811800004
4433 26th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24933,-77.11790820899995,38.90622702700006
4433 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24934,-77.12329776999997,38.91312137700004
4433 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24939,-77.12696868399996,38.91830304300004
4433 VACATION LN,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24940,-77.11794682999994,38.90442512300007
4435 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24949,-77.12681514199994,38.91807195600006
4436 VACATION LN,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24954,-77.11751858199995,38.90385918000004
4437 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24958,-77.12428304199994,38.91462741300006
4439 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24965,-77.12334502699997,38.91336212600004
4440 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24973,-77.12903839099994,38.91900127400004
4441 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24978,-77.12339715199994,38.91355440900003
4442 VACATION LN,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24984,-77.11756038099998,38.903652401000045
4444 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,24992,-77.12928390699994,38.918911845000025
4448 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25003,-77.12956329199994,38.91889492000007
4449 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25006,-77.12984421399995,38.919252021000034
4451 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25012,-77.12405905099996,38.913426783000034
4451 N OLD GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25013,-77.12301831699995,38.92494677600007
4452 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25016,-77.12974178999997,38.91883961000008
4452 N OLD GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25017,-77.12321537399998,38.92529178700005
4455 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25023,-77.12438424999993,38.91338605000004
4456 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25025,-77.12994248699994,38.918768604000036
4460 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25031,-77.13016457099997,38.91872069400006
4464 N OLD GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25033,-77.12288144599995,38.92555536400005
4471 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25041,-77.11902730299994,38.90883636600006
4475 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25042,-77.11932636499995,38.90868816300008
4500 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25051,-77.12488814499994,38.91306467800007
4500 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25052,-77.12655192599993,38.91604805600008
4500 37th PL N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25053,-77.12818196099994,38.91838457400007
4500 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25054,-77.13036814699996,38.91866265500005
4500 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25055,-77.13421070899994,38.922514757000044
4501 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25071,-77.11962977399997,38.90849854500004
4501 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25072,-77.12497859399997,38.91345811600007
4501 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25073,-77.12679271899998,38.916471122000075
4501 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25074,-77.12516458799996,38.91588621000005
4501 37th PL N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25075,-77.12842515299997,38.91874741600003
4501 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25076,-77.13032353199998,38.91637000600008
4501 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25077,-77.13364274799994,38.92227131000004
4501 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25078,-77.13463783599997,38.92268341000005
4502 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25094,-77.12509285899995,38.91204470100007
4502 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25098,-77.12642068899999,38.91775605700008
4503 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25100,-77.12498418299998,38.91247180900007
4503 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25107,-77.12481789599997,38.91134468000007
4504 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25116,-77.12557996299995,38.912087142000075
4504 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25117,-77.13053770899995,38.91859482700005
4505 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25125,-77.13050090799999,38.91651851900008
4506 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25133,-77.12615758499999,38.91200962200003
4506 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25134,-77.12519744999997,38.91292336200007
4506 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25135,-77.12678405999998,38.91603303000005
4506 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25136,-77.13330855499999,38.92189495500003
4507 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25144,-77.11987400399994,38.908416260000024
4507 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25145,-77.12530866499998,38.91250490600004
4507 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25146,-77.12542165699995,38.91342037900006
4507 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25147,-77.12711418299995,38.91635800800003
4507 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25148,-77.12551469099998,38.915856063000035
4507 37th PL N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25149,-77.12865829799995,38.91857881300007
4507 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25150,-77.13096328699999,38.91886689200004
4507 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25151,-77.13380674299998,38.922106616000065
4507 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25152,-77.13474622599995,38.92250541000004
4508 37th PL N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25168,-77.12853073699995,38.918251619000046
4508 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25169,-77.13248589999995,38.92113668300004
4508 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25170,-77.13437413299994,38.922232389000044
4508 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25176,-77.12667549699995,38.91757230600007
4509 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25184,-77.11987817399995,38.90765162200006
4509 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25185,-77.13300229099997,38.92145518800004
4505 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25191,-77.12710437799996,38.91777170900008
4510 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25192,-77.12549423699994,38.915434090000076
4510 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25193,-77.13101857699996,38.91620812800005
4510 38th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25194,-77.13079266999995,38.91852417800004
4511 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25207,-77.12561769099995,38.912535707000075
4511 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25208,-77.12565935899994,38.913198728000054
4511 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25215,-77.12513521299996,38.91112607500003
4512 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25224,-77.12638865299994,38.91199450200003
4512 33rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25225,-77.12550822399999,38.912974889000054
4512 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25226,-77.12713298599994,38.91598356000003
4512 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25227,-77.13343817499998,38.92172640200005
4512 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25231,-77.12691540599997,38.91739744200004
4513 37th PL N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25238,-77.12890304299998,38.91847817100006
4513 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25239,-77.13398395999997,38.92194353100007
4513 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25240,-77.13489892599995,38.92223409300004
4514 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25246,-77.11966774399997,38.90719396800006
4514 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25247,-77.12008685599994,38.90791340800007
4514 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25248,-77.13266339699999,38.92095339300005
4514 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25249,-77.13446583399997,38.921946853000065
4515 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25260,-77.12007265799997,38.90749161300005
4515 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25261,-77.12014059899997,38.908373450000056
4515 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25262,-77.12647963499995,38.91243204600005
4515 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25263,-77.12758057599996,38.91656408000006
4515 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25264,-77.13098532299995,38.91659858100007
4515 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25265,-77.13309683799997,38.92123820000006
4515 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25271,-77.12506759699994,38.911604218000036
4516 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25277,-77.13130388799993,38.91624662800007
4516 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25283,-77.12722529699994,38.91719502900003
4517 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25292,-77.12755835799999,38.917541404000076
4518 32nd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25294,-77.12559346699999,38.91145766400007
4518 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25295,-77.12751450799993,38.91597566000007
4518 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25296,-77.12584712999995,38.91540315100008
4518 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25297,-77.13364093299998,38.92158989400008
4518 N OLD GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25298,-77.12209785699997,38.92641721500007
4519 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25307,-77.12031382399994,38.90724271100004
4519 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25308,-77.12641892199997,38.91572683700008
4519 37th PL N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25309,-77.12917336399994,38.918369013000074
4519 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25310,-77.13420702599996,38.92174841100007
4520 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25317,-77.11983076199994,38.90703249400008
4520 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25318,-77.12664420399994,38.91195629900005
4520 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25319,-77.13286140799994,38.92076712800008
4520 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25320,-77.13474860399998,38.92175270000007
4520 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25324,-77.12736477599998,38.91709566000003
4521 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25329,-77.12673487799998,38.91240449400004
4521 32nd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25330,-77.12601726199995,38.91174988300003
4521 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25331,-77.13136019099994,38.91663562600007
4521 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25332,-77.13330333299996,38.92103099800005
4521 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25333,-77.13505993499996,38.922043303000066
4521 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25337,-77.12778235499997,38.91740809200007
4522 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25340,-77.12050445299997,38.90774174200004
4522 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25341,-77.13158628799994,38.91628300700006
4524 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25351,-77.11996862899997,38.90689953100008
4524 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25352,-77.12686570699998,38.91193955600005
4524 32nd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25353,-77.12582515099996,38.91132771400004
4524 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25354,-77.12775035399994,38.91620196800005
4524 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25355,-77.12619749099997,38.91533552200008
4524 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25356,-77.13386805,38.92139062000007
4524 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25359,-77.12753710699997,38.916998817000035
4525 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25366,-77.12050474899996,38.90699177800008
4525 32nd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25367,-77.12629696699997,38.91164331200008
4525 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25368,-77.12671084999994,38.91558847300007
4525 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25369,-77.13440268199997,38.92157128800005
4525 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25370,-77.11791408999994,38.925586761000034
4525 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25373,-77.12798652399994,38.91730063500006
4526 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25374,-77.13311267799997,38.920586068000034
4526 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25375,-77.13493231199999,38.921601140000064
4527 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25380,-77.12700701599994,38.91237381600007
4527 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25381,-77.13356214499998,38.92089690000006
4527 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25382,-77.13539062199999,38.92193013600007
4527 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25386,-77.12598619699997,38.91079563300008
4528 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25389,-77.12007612599996,38.906792325000026
4528 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25390,-77.12074808399996,38.90750031600004
4528 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25391,-77.13181979499996,38.916372857000056
4528 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25393,-77.12772075299995,38.916861683000036
4530 32nd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25398,-77.12609307099996,38.911223505000066
4530 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25399,-77.12641514899997,38.915200793000054
4530 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25400,-77.13400653099995,38.92123842500007
4531 40th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25405,-77.13460831599997,38.921386949000066
4531 DITTMAR RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25407,-77.12819639699995,38.917054791000055
4532 25th RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25411,-77.12017127099995,38.90668472400006
4532 26th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25412,-77.12094299199998,38.90731060200005
4532 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25413,-77.12714225099995,38.91189896100008
4532 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25414,-77.13335414599999,38.920424995000076
4532 41st ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25415,-77.13525341199994,38.92146894200005
4533 32nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25419,-77.12728585499997,38.91231254200005
4533 32nd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25420,-77.12664157899997,38.91158679100005
4533 39th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,25421,-77.13381148699995,38.92074316600008
